"Self_employed","Org_size","Mental_ill","Is_tech","Benefits","Anonymity","Absence","Coworkers","Ment_phy","Age","Gender","US_state","Country","US_state_work"
"Yes","","No",NA,"","","","","",44,"Male","Wisconsin","United States of America","Wisconsin"
"Yes","","No",NA,"","","","","",42,"Male","","United Kingdom",""
"No","More than 1000","No","Yes","Yes","I don't know","Somewhat difficult","Yes","Yes",30,"Male","California","United States of America","California"
"No","6-25","Yes","Yes","I don't know","I don't know","Somewhat difficult","No","Yes",28,"Female","Washington","United States of America","Washington"
"No","100-500","Yes","Yes","Yes","Yes","Somewhat easy","Yes","I don't know",31,"Male","","Canada",""
"No","100-500","No","Yes","Yes","I don't know","Somewhat difficult","No","No",29,"Male","Ohio","United States of America","Ohio"
"No","26-100","No","Yes","I don't know","I don't know","Somewhat easy","No","No",33,"Male","Texas","United States of America","Texas"
"No","More than 1000","Yes","Yes","Yes","Yes","I don't know","Maybe","Yes",43,"Female","Maryland","United States of America","Maryland"
"No","100-500","No","Yes","I don't know","I don't know","Very easy","Maybe","Yes",28,"Male","","Australia",""
"Yes","","No",NA,"","","","","",42,"Others","","United States of America","California"
"No","100-500","Yes","Yes","Yes","I don't know","Neither easy nor difficult","No","I don't know",38,"Male","California","United States of America","Texas"
"No","6-25","Yes","No","Yes","Yes","Somewhat easy","Maybe","I don't know",30,"Male","Wisconsin","United States of America","Wisconsin"
"Yes","","Yes",NA,"","","","","",51,"Female","North Dakota","United States of America","North Dakota"
"No","26-100","No","Yes","I don't know","I don't know","Somewhat easy","No","No",48,"Female","Kansas","United States of America","Kansas"
"Yes","","No",NA,"","","","","",39,"Male","","New Zealand",""
"No","6-25","No","Yes","No","I don't know","Neither easy nor difficult","No","I don't know",28,"Male","","Australia",""
"No","100-500","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","I don't know",37,"Male","Colorado","United States of America","Colorado"
"No","More than 1000","No","Yes","Yes","I don't know","Neither easy nor difficult","Yes","I don't know",33,"Male","Oklahoma","United States of America","Oklahoma"
"No","6-25","No","Yes","Not eligible for coverage / N/A","I don't know","Somewhat difficult","No","I don't know",21,"Male","","Australia",""
"No","26-100","Yes","No","Yes","I don't know","Very difficult","No","No",25,"Male","California","United States of America","California"
"Yes","","No",NA,"","","","","",15,"Male","","Canada",""
"No","100-500","Yes","Yes","Yes","I don't know","Somewhat difficult","Maybe","No",40,"Male","Oklahoma","United States of America","Oklahoma"
"No","100-500","Yes","No","No","I don't know","Neither easy nor difficult","No","I don't know",30,"Female","","Canada",""
"Yes","","No",NA,"","","","","",27,"Male","","Romania",""
"No","1-5","No","Yes","No","No","Very easy","Maybe","I don't know",25,"Male","","India",""
"No","More than 1000","No","Yes","Yes","Yes","Somewhat easy","Yes","I don't know",38,"Male","","Germany",""
"No","100-500","No","No","I don't know","I don't know","I don't know","Maybe","I don't know",24,"Male","","United Kingdom",""
"No","6-25","No","Yes","Not eligible for coverage / N/A","I don't know","Somewhat difficult","Maybe","No",23,"Male","","United Kingdom",""
"Yes","","Yes",NA,"","","","","",39,"Female","","United Kingdom",""
"No","6-25","No","Yes","I don't know","Yes","Neither easy nor difficult","Yes","I don't know",26,"Male","Colorado","United States of America","Colorado"
"No","More than 1000","No","No","I don't know","I don't know","Neither easy nor difficult","No","Yes",43,"Male","","United Kingdom",""
"No","6-25","No","Yes","I don't know","I don't know","Very easy","Maybe","I don't know",30,"Male","","New Zealand",""
"Yes","","Yes",NA,"","","","","",35,"Male","","Germany",""
"No","26-100","No","No","I don't know","I don't know","Very difficult","No","I don't know",40,"Male","","United Kingdom",""
"No","26-100","No","No","Yes","I don't know","Very difficult","No","No",33,"Female","","United Kingdom",""
"Yes","","No",NA,"","","","","",35,"Male","","Brunei",""
"No","6-25","No","Yes","No","I don't know","I don't know","No","I don't know",22,"Male","","United Kingdom",""
"No","100-500","Yes","Yes","Yes","I don't know","I don't know","Maybe","I don't know",28,"Male","Ohio","United States of America","Ohio"
"No","More than 1000","Yes","Yes","Yes","No","Very difficult","No","No",39,"Male","California","United States of America","California"
"No","100-500","No","Yes","I don't know","I don't know","Very easy","Yes","Yes",33,"Male","Indiana","United States of America","Indiana"
"Yes","","No",NA,"","","","","",25,"Female","","United Kingdom",""
"No","6-25","No","Yes","I don't know","I don't know","I don't know","Maybe","I don't know",37,"Male","Minnesota","United States of America","Minnesota"
"No","500-1000","Yes","Yes","I don't know","I don't know","I don't know","No","No",41,"Female","","France",""
"No","More than 1000","Yes","Yes","Yes","I don't know","Somewhat easy","No","I don't know",30,"Female","Kansas","United States of America","Kansas"
"No","More than 1000","No","Yes","Yes","Yes","Somewhat easy","Maybe","Yes",42,"Male","Texas","United States of America","Texas"
"No","6-25","No","Yes","Yes","I don't know","Somewhat difficult","Maybe","Yes",52,"Male","Minnesota","United States of America","Minnesota"
"No","26-100","No","Yes","No","I don't know","Somewhat easy","Maybe","I don't know",30,"Male","","United States of America","California"
"No","500-1000","No","Yes","Yes","Yes","Neither easy nor difficult","Maybe","I don't know",35,"Male","Texas","United States of America","Texas"
"No","26-100","Yes","Yes","I don't know","I don't know","I don't know","Maybe","No",24,"Male","Texas","United States of America","Texas"
"No","6-25","No","Yes","I don't know","I don't know","Somewhat easy","Maybe","I don't know",39,"Male","Minnesota","United States of America","Minnesota"
"No","6-25","No","Yes","Yes","I don't know","Very difficult","Maybe","Yes",34,"Male","Pennsylvania","United States of America","Pennsylvania"
"Yes","","No",NA,"","","","","",32,"Male","Colorado","United States of America","Colorado"
"Yes","","Yes",NA,"","","","","",25,"Male","","United Kingdom",""
"No","26-100","No","No","No","No","Very difficult","No","No",43,"Male","","Poland",""
"No","6-25","No","Yes","Yes","Yes","Very difficult","No","I don't know",39,"Male","Minnesota","United States of America","Minnesota"
"Yes","","Yes",NA,"","","","","",35,"Male","South Dakota","United States of America","South Dakota"
"No","26-100","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No",34,"Male","Nebraska","United States of America","Nebraska"
"No","More than 1000","No","No","Yes","I don't know","Somewhat easy","Maybe","I don't know",38,"Male","","United Kingdom",""
"No","100-500","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No",26,"Female","North Carolina","United States of America","North Carolina"
"No","6-25","No","Yes","No","I don't know","Neither easy nor difficult","Maybe","I don't know",24,"Male","","Bulgaria",""
"No","More than 1000","Yes","No","I don't know","I don't know","Very difficult","No","I don't know",27,"Female","New York","United States of America","New York"
"No","6-25","No","Yes","Yes","Yes","Neither easy nor difficult","Maybe","Yes",25,"Male","Oklahoma","United States of America","Oklahoma"
"Yes","","No",NA,"","","","","",37,"Male","Massachusetts","United States of America","Massachusetts"
"No","More than 1000","No","No","Yes","Yes","Neither easy nor difficult","No","Yes",33,"Male","","Canada",""
"No","26-100","Yes","No","No","Yes","Somewhat difficult","No","I don't know",34,"Male","New York","United States of America","New York"
"No","26-100","Yes","Yes","I don't know","I don't know","Somewhat difficult","No","I don't know",27,"Male","","Canada",""
"No","100-500","Yes","Yes","Yes","I don't know","Very easy","No","I don't know",33,"Male","New Hampshire","United States of America","New Hampshire"
"No","6-25","Yes","Yes","Yes","I don't know","Somewhat easy","Yes","Yes",50,"Male","Minnesota","United States of America","Minnesota"
"Yes","","Yes",NA,"","","","","",54,"Female","New York","United States of America","New York"
"No","More than 1000","Yes","Yes","Yes","Yes","Very difficult","Yes","No",32,"Female","","Canada",""
"No","6-25","No","Yes","I don't know","Yes","Very easy","Maybe","Yes",39,"Male","","Canada",""
"No","6-25","No","Yes","I don't know","I don't know","Very easy","Yes","Yes",36,"Male","Minnesota","United States of America","Minnesota"
"No","100-500","No","Yes","I don't know","I don't know","Somewhat easy","Yes","I don't know",34,"Male","","Canada",""
"No","100-500","No","Yes","I don't know","I don't know","I don't know","Maybe","I don't know",31,"Female","New York","United States of America","New York"
"No","More than 1000","Yes","No","No","I don't know","Somewhat easy","Maybe","No",36,"Male","Texas","United States of America","Texas"
"No","More than 1000","No","No","I don't know","Yes","Very easy","Yes","Yes",48,"Male","Minnesota","United States of America","Minnesota"
"No","6-25","Yes","Yes","I don't know","I don't know","Very easy","Maybe","I don't know",31,"Male","Maine","United States of America","Maine"
"No","1-5","No","Yes","No","I don't know","Very easy","Yes","Yes",32,"Male","Pennsylvania","United States of America","Pennsylvania"
"No","100-500","No","Yes","I don't know","I don't know","Somewhat difficult","No","No",32,"Male","Oregon","United States of America","Oregon"
"Yes","","Yes",NA,"","","","","",31,"Male","Oregon","United States of America","Oregon"
"No","1-5","Yes","Yes","Not eligible for coverage / N/A","Yes","Very easy","Maybe","Yes",28,"Female","Kansas","United States of America","Kansas"
"No","More than 1000","Yes","No","I don't know","I don't know","Very difficult","No","No",28,"Male","","United Kingdom",""
"No","26-100","Yes","Yes","Yes","I don't know","Somewhat easy","No","No",33,"Female","Pennsylvania","United States of America","Pennsylvania"
"Yes","","Yes",NA,"","","","","",33,"Male","Oregon","United States of America","Oregon"
"Yes","","Yes",NA,"","","","","",59,"Male","Arizona","United States of America","Arizona"
"Yes","","Yes",NA,"","","","","",33,"Male","Oregon","United States of America","Oregon"
"No","100-500","Yes","Yes","I don't know","I don't know","Very difficult","Maybe","No",37,"Male","Florida","United States of America","Florida"
"No","6-25","Yes","Yes","I don't know","I don't know","Somewhat easy","Maybe","I don't know",27,"Female","","Germany",""
"No","More than 1000","No","Yes","No","I don't know","I don't know","Maybe","I don't know",39,"Male","Texas","United States of America","Texas"
"Yes","","No",NA,"","","","","",50,"Male","","Germany",""
"No","More than 1000","No","No","Yes","Yes","Somewhat easy","Maybe","I don't know",34,"Female","Texas","United States of America","Texas"
"Yes","","No",NA,"","","","","",50,"Male","","Germany",""
"No","6-25","No","Yes","Not eligible for coverage / N/A","I don't know","Somewhat easy","Maybe","Yes",31,"Female","","Other",""
"No","More than 1000","Yes","No","Yes","No","Very easy","No","No",39,"Male","Maryland","United States of America","Maryland"
"No","26-100","Yes","Yes","I don't know","I don't know","Somewhat difficult","No","No",46,"Male","Virginia","United States of America","District of Columbia"
"No","More than 1000","No","Yes","I don't know","I don't know","Somewhat easy","Maybe","Yes",28,"Male","Tennessee","United States of America","Tennessee"
"No","26-100","No","Yes","I don't know","Yes","Neither easy nor difficult","No","Yes",32,"Male","","France",""
"Yes","","Yes",NA,"","","","","",65,"Female","Oregon","United States of America","Oregon"
"Yes","","Yes",NA,"","","","","",37,"Male","California","United States of America","California"
"Yes","","No",NA,"","","","","",41,"Female","District of Columbia","United States of America","District of Columbia"
"Yes","","Yes",NA,"","","","","",38,"Male","New York","United States of America","New York"
"No","26-100","Yes","No","I don't know","I don't know","Somewhat easy","Yes","Yes",51,"Male","North Carolina","United States of America","North Carolina"
"No","500-1000","No","No","I don't know","Yes","Neither easy nor difficult","Yes","I don't know",29,"Male","Illinois","United States of America","Illinois"
"Yes","","No",NA,"","","","","",37,"Male","","Canada",""
"Yes","","No",NA,"","","","","",31,"Male","","Canada",""
"No","1-5","No","Yes","No","No","Very easy","Yes","I don't know",32,"Male","","Iran",""
"Yes","","Yes",NA,"","","","","",31,"Male","","Sweden",""
"No","More than 1000","No","No","Not eligible for coverage / N/A","I don't know","Neither easy nor difficult","No","No",52,"Male","","Switzerland",""
"Yes","","Yes",NA,"","","","","",31,"Male","","Switzerland",""
"Yes","","No",NA,"","","","","",38,"Female","","United Kingdom",""
"No","More than 1000","Yes","No","Yes","I don't know","Somewhat difficult","Maybe","No",35,"Male","Illinois","United States of America","Illinois"
"Yes","","No",NA,"","","","","",29,"Male","Oklahoma","United States of America","Oklahoma"
"Yes","","No",NA,"","","","","",63,"Male","Minnesota","United States of America","Minnesota"
"Yes","","Yes",NA,"","","","","",47,"Female","New York","United States of America","New York"
"Yes","","Yes",NA,"","","","","",43,"Male","","Austria",""
"No","26-100","No","Yes","No","I don't know","Neither easy nor difficult","Yes","I don't know",38,"Male","","Ireland",""
"No","6-25","No","No","I don't know","I don't know","Somewhat difficult","No","I don't know",27,"Male","Washington","United States of America","Washington"
"No","6-25","No","Yes","I don't know","Yes","I don't know","No","Yes",40,"Female","Oregon","United States of America","Oregon"
"No","500-1000","No","No","Not eligible for coverage / N/A","I don't know","Very difficult","No","No",32,"Male","","South Africa",""
"Yes","","No",NA,"","","","","",43,"Female","Wisconsin","United States of America","Wisconsin"
"No","100-500","Yes","No","Yes","Yes","Somewhat difficult","Maybe","No",28,"Female","","Germany",""
"Yes","","No",NA,"","","","","",46,"Male","","United Kingdom",""
"No","More than 1000","No","No","No","I don't know","Somewhat easy","No","No",42,"Male","California","United States of America","California"
"No","1-5","Yes","Yes","No","I don't know","Somewhat easy","Maybe","Yes",31,"Male","New York","United States of America","New York"
"Yes","","Yes",NA,"","","","","",37,"Female","Pennsylvania","United States of America","Pennsylvania"
"No","6-25","Yes","Yes","No","I don't know","Somewhat easy","No","I don't know",35,"Male","","Canada",""
"Yes","","No",NA,"","","","","",30,"Female","Minnesota","United States of America","Minnesota"
"No","26-100","Yes","Yes","Not eligible for coverage / N/A","Yes","Very easy","Yes","Yes",35,"Male","","Australia",""
"No","26-100","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Yes",24,"Male","California","United States of America","California"
"No","6-25","No","Yes","No","No","I don't know","No","No",23,"Male","","India",""
"Yes","","Yes",NA,"","","","","",39,"Female","","United Kingdom",""
"No","6-25","No","Yes","No","Yes","Very easy","Maybe","I don't know",38,"Male","","France",""
"Yes","","Yes",NA,"","","","","",28,"Male","","United Kingdom",""
"Yes","","No",NA,"","","","","",30,"Male","","United Kingdom",""
"Yes","","No",NA,"","","","","",38,"Male","","United Kingdom",""
"No","26-100","No","Yes","I don't know","I don't know","Very easy","No","Yes",33,"Male","","France",""
"No","26-100","No","Yes","I don't know","I don't know","Very easy","Yes","Yes",35,"Male","","United Kingdom",""
"Yes","","No",NA,"","","","","",54,"Male","","United Kingdom",""
"No","100-500","No","Yes","I don't know","I don't know","I don't know","Maybe","I don't know",30,"Female","","Germany",""
"Yes","","No",NA,"","","","","",32,"Female","","United Kingdom",""
"No","500-1000","No","Yes","I don't know","I don't know","Very easy","No","I don't know",28,"Male","North Carolina","United States of America","North Carolina"
"No","6-25","Yes","Yes","No","I don't know","Somewhat easy","Maybe","I don't know",39,"Male","","Germany",""
"No","1-5","Yes","Yes","No","No","Somewhat easy","Maybe","I don't know",21,"Others","New Jersey","United States of America","New Jersey"
"No","6-25","No","Yes","Yes","No","Very easy","Maybe","No",31,"Male","","Germany",""
"No","More than 1000","No","Yes","I don't know","I don't know","Somewhat easy","No","I don't know",30,"Male","Washington","United States of America","Washington"
"No","26-100","No","Yes","Yes","Yes","Somewhat difficult","Maybe","I don't know",25,"Female","Pennsylvania","United States of America","Pennsylvania"
"No","6-25","No","Yes","Not eligible for coverage / N/A","I don't know","Somewhat difficult","Yes","No",26,"Male","","United Kingdom",""
"No","26-100","No","Yes","Yes","Yes","Somewhat easy","Maybe","I don't know",30,"Male","Pennsylvania","United States of America","Pennsylvania"
"No","500-1000","No","Yes","No","I don't know","Somewhat easy","Maybe","Yes",30,"Male","","Italy",""
"No","100-500","No","Yes","I don't know","Yes","Very easy","Yes","Yes",31,"Male","","Bulgaria",""
"No","100-500","Yes","Yes","I don't know","I don't know","I don't know","Maybe","I don't know",32,"Male","North Carolina","United States of America","North Carolina"
"No","26-100","Yes","No","No","I don't know","Somewhat difficult","Maybe","Yes",45,"Female","","United Kingdom",""
"Yes","","No",NA,"","","","","",29,"Male","","Switzerland",""
"No","26-100","No","Yes","Yes","I don't know","Somewhat easy","No","I don't know",27,"Male","Pennsylvania","United States of America","Pennsylvania"
"No","26-100","No","Yes","Not eligible for coverage / N/A","I don't know","Very easy","No","Yes",28,"Female","","United Kingdom",""
"No","500-1000","No","Yes","Yes","I don't know","Somewhat difficult","Maybe","I don't know",38,"Male","Michigan","United States of America","Michigan"
"No","500-1000","Yes","No","Yes","I don't know","Somewhat easy","Maybe","Yes",38,"Male","Minnesota","United States of America","Minnesota"
"No","More than 1000","Yes","Yes","I don't know","Yes","Somewhat easy","Maybe","Yes",34,"Male","","Hungary",""
"Yes","","Yes",NA,"","","","","",36,"Male","","Netherlands",""
"No","6-25","No","Yes","I don't know","Yes","Very easy","Maybe","Yes",23,"Male","","France",""
"No","100-500","Yes","No","Yes","I don't know","Neither easy nor difficult","No","No",40,"Female","Texas","United States of America","Texas"
"Yes","","Yes",NA,"","","","","",39,"Male","Michigan","United States of America","Michigan"
"No","26-100","Yes","Yes","I don't know","I don't know","Somewhat difficult","No","I don't know",28,"Male","Texas","United States of America","Texas"
"No","6-25","No","Yes","I don't know","I don't know","I don't know","Yes","I don't know",33,"Male","Tennessee","United States of America","Tennessee"
"Yes","","Yes",NA,"","","","","",32,"Male","Georgia","United States of America","Georgia"
"No","More than 1000","Yes","No","Yes","Yes","Somewhat easy","No","Yes",32,"Male","Minnesota","United States of America","Minnesota"
"No","More than 1000","Yes","Yes","Yes","Yes","Very easy","Maybe","I don't know",27,"Male","Colorado","United States of America","Colorado"
"No","100-500","Yes","Yes","No","I don't know","I don't know","No","I don't know",33,"Male","","Israel",""
"No","100-500","No","No","I don't know","I don't know","Somewhat difficult","Maybe","I don't know",34,"Male","","Japan",""
"Yes","","Yes",NA,"","","","","",38,"Female","","India",""
"No","More than 1000","No","No","Yes","I don't know","I don't know","No","I don't know",35,"Male","Illinois","United States of America","Illinois"
"No","26-100","No","Yes","Yes","Yes","Neither easy nor difficult","Maybe","I don't know",39,"Male","Maryland","United States of America","Maryland"
"No","More than 1000","No","No","Yes","Yes","Very easy","Maybe","I don't know",35,"Male","Minnesota","United States of America","Minnesota"
"No","100-500","No","No","I don't know","Yes","Somewhat easy","Yes","No",34,"Male","Utah","United States of America","Utah"
"Yes","","Yes",NA,"","","","","",44,"Female","Massachusetts","United States of America","Massachusetts"
"No","500-1000","No","No","Yes","I don't know","Very easy","Yes","No",42,"Male","Massachusetts","United States of America","Massachusetts"
"No","6-25","No","No","Yes","I don't know","I don't know","No","I don't know",30,"Male","Florida","United States of America","Florida"
"No","26-100","No","No","Yes","No","Somewhat difficult","Maybe","No",55,"Male","Illinois","United States of America","Illinois"
"No","26-100","Yes","Yes","No","I don't know","Somewhat easy","No","I don't know",46,"Male","California","United States of America","California"
"No","100-500","Yes","No","Yes","Yes","Somewhat difficult","Yes","Yes",33,"Male","New Hampshire","United States of America","Massachusetts"
"No","26-100","Yes","No","Yes","Yes","Neither easy nor difficult","Yes","I don't know",30,"Male","Massachusetts","United States of America","Massachusetts"
"No","26-100","Yes","Yes","No","I don't know","Very easy","Yes","No",30,"Male","","United Kingdom",""
"No","More than 1000","No","Yes","Yes","I don't know","I don't know","No","I don't know",31,"Female","Massachusetts","United States of America","Massachusetts"
"No","More than 1000","Yes","Yes","Yes","Yes","Very easy","Maybe","No",38,"Male","","Ireland",""
"No","100-500","No","Yes","Yes","Yes","Somewhat difficult","Yes","No",30,"Female","","United Kingdom",""
"No","500-1000","Yes","Yes","Yes","I don't know","Somewhat easy","Yes","Yes",32,"Male","Utah","United States of America","Utah"
"No","More than 1000","Yes","No","No","I don't know","Neither easy nor difficult","No","I don't know",32,"Male","","United Kingdom",""
"No","26-100","Yes","Yes","Yes","I don't know","Very difficult","Maybe","No",47,"Male","Utah","United States of America","Utah"
"No","6-25","No","Yes","No","Yes","Very easy","Maybe","Yes",39,"Male","","United Kingdom",""
"No","100-500","Yes","No","I don't know","I don't know","Very difficult","No","I don't know",35,"Male","Texas","United States of America","Texas"
"No","100-500","Yes","Yes","Yes","I don't know","Very difficult","No","No",36,"Male","Maine","United States of America","Massachusetts"
"No","100-500","No","No","Yes","Yes","I don't know","No","Yes",38,"Female","Michigan","United States of America","Michigan"
"No","100-500","No","Yes","I don't know","Yes","I don't know","Maybe","I don't know",30,"Male","Washington","United States of America","Washington"
"No","26-100","No","Yes","I don't know","I don't know","Somewhat easy","Yes","No",33,"Male","Michigan","United States of America","Michigan"
"No","6-25","No","Yes","I don't know","I don't know","I don't know","Maybe","I don't know",22,"Male","Massachusetts","United States of America","Massachusetts"
"Yes","","Yes",NA,"","","","","",35,"Male","Michigan","United States of America","Michigan"
"No","26-100","No","No","I don't know","I don't know","Neither easy nor difficult","Maybe","I don't know",26,"Male","Michigan","United States of America","Michigan"
"No","100-500","No","Yes","Yes","Yes","Neither easy nor difficult","Yes","Yes",34,"Male","Michigan","United States of America","Michigan"
"Yes","","No",NA,"","","","","",40,"Male","Michigan","United States of America","Michigan"
"No","100-500","Yes","Yes","No","I don't know","I don't know","Yes","No",37,"Male","","Bulgaria",""
"No","1-5","No","Yes","No","I don't know","Somewhat easy","No","I don't know",43,"Male","","Switzerland",""
"Yes","","Yes",NA,"","","","","",20,"Male","Illinois","United States of America","Illinois"
"No","500-1000","Yes","Yes","I don't know","I don't know","Neither easy nor difficult","Yes","Yes",30,"Female","Minnesota","United States of America","Minnesota"
"No","More than 1000","No","Yes","Yes","I don't know","Somewhat difficult","No","Yes",32,"Male","Washington","United States of America","Washington"
"No","More than 1000","No","No","Yes","Yes","Neither easy nor difficult","Maybe","No",35,"Male","Minnesota","United States of America","Minnesota"
"No","26-100","No","Yes","Yes","I don't know","Neither easy nor difficult","Maybe","Yes",29,"Male","Pennsylvania","United States of America","Pennsylvania"
"No","500-1000","No","No","No","I don't know","Very easy","Yes","Yes",29,"Male","Ohio","United States of America","Ohio"
"No","More than 1000","No","Yes","Yes","I don't know","I don't know","Maybe","I don't know",30,"Male","Montana","United States of America","Montana"
"No","100-500","No","Yes","I don't know","Yes","Somewhat difficult","No","No",30,"Male","Washington","United States of America","Washington"
"No","100-500","Yes","Yes","Yes","Yes","Very easy","Yes","Yes",38,"Male","Tennessee","United States of America","Tennessee"
"No","26-100","No","No","Yes","I don't know","Somewhat easy","Yes","I don't know",30,"Male","","Brazil",""
"No","26-100","Yes","Yes","No","I don't know","Somewhat easy","No","I don't know",26,"Male","","Netherlands",""
"Yes","","Yes",NA,"","","","","",27,"Male","","Germany",""
"No","1-5","No","Yes","No","I don't know","Somewhat easy","Maybe","I don't know",24,"Male","Ohio","United States of America","Ohio"
"No","100-500","No","Yes","Yes","I don't know","Somewhat difficult","Maybe","No",35,"Male","Washington","United States of America","Washington"
"No","More than 1000","Yes","Yes","Yes","I don't know","Somewhat easy","Maybe","Yes",38,"Male","","Sweden",""
"No","100-500","Yes","Yes","Yes","Yes","Very easy","No","I don't know",36,"Others","California","United States of America","California"
"Yes","","Yes",NA,"","","","","",34,"Male","","United Kingdom",""
"No","26-100","Yes","Yes","Yes","I don't know","Neither easy nor difficult","Maybe","No",35,"Male","Colorado","United States of America","Colorado"
"No","6-25","No","Yes","I don't know","I don't know","Somewhat easy","Yes","I don't know",25,"Male","Ohio","United States of America","Ohio"
"No","100-500","Yes","Yes","I don't know","I don't know","Somewhat easy","Yes","Yes",32,"Female","","Sweden",""
"No","100-500","No","Yes","No","I don't know","Neither easy nor difficult","No","I don't know",32,"Female","New York","United States of America","New York"
"Yes","","Yes",NA,"","","","","",37,"Male","California","United States of America","California"
"No","100-500","No","Yes","I don't know","Yes","Somewhat easy","Maybe","I don't know",28,"Male","","Germany",""
"No","500-1000","No","Yes","Yes","Yes","Somewhat easy","Maybe","I don't know",34,"Female","","United Kingdom",""
"No","More than 1000","Yes","Yes","Yes","Yes","Neither easy nor difficult","No","No",40,"Female","Wisconsin","United States of America","Wisconsin"
"No","More than 1000","Yes","Yes","Yes","I don't know","Somewhat difficult","No","No",45,"Male","Washington","United States of America","Washington"
"No","100-500","No","Yes","I don't know","I don't know","Very easy","Yes","I don't know",31,"Male","","Sweden",""
"No","More than 1000","Yes","No","Yes","I don't know","Somewhat easy","Maybe","I don't know",30,"Male","Washington","United States of America","Washington"
"No","More than 1000","No","No","Yes","I don't know","Neither easy nor difficult","Yes","Yes",47,"Female","","United Kingdom",""
"No","100-500","No","Yes","I don't know","I don't know","Somewhat difficult","Maybe","I don't know",48,"Male","","United Kingdom",""
"Yes","","No",NA,"","","","","",44,"Male","Ohio","United States of America","Ohio"
"No","More than 1000","Yes","Yes","Not eligible for coverage / N/A","I don't know","Very difficult","No","No",29,"Male","Colorado","United States of America","Colorado"
"No","More than 1000","No","No","Yes","I don't know","Very easy","Maybe","Yes",52,"Male","Missouri","United States of America","Missouri"
"No","100-500","No","Yes","Yes","Yes","Very easy","Yes","Yes",34,"Female","","Sweden",""
"No","100-500","No","Yes","Yes","I don't know","Very easy","Maybe","Yes",34,"Male","","Netherlands",""
"No","More than 1000","No","Yes","I don't know","I don't know","I don't know","Maybe","No",27,"Male","Washington","United States of America","Washington"
"No","More than 1000","No","Yes","No","I don't know","Neither easy nor difficult","No","No",30,"Male","","Russia",""
"No","6-25","No","Yes","Yes","Yes","Very easy","Yes","Yes",40,"Male","","United Kingdom",""
"Yes","","No",NA,"","","","","",26,"Male","","United States of America","California"
"Yes","","No",NA,"","","","","",36,"Male","","United Kingdom",""
"No","26-100","No","No","I don't know","I don't know","Very difficult","Maybe","Yes",35,"Male","","United Kingdom",""
"No","More than 1000","No","No","Yes","I don't know","Somewhat easy","No","Yes",43,"Female","","United Kingdom",""
"No","26-100","Yes","No","No","I don't know","Somewhat difficult","Maybe","I don't know",36,"Female","","United Kingdom",""
"No","100-500","No","No","Yes","Yes","I don't know","Maybe","I don't know",32,"Female","Georgia","United States of America","Georgia"
"Yes","","No",NA,"","","","","",36,"Female","","Ireland",""
"No","More than 1000","Yes","Yes","No","I don't know","Very difficult","No","No",38,"Male","","New Zealand",""
"No","More than 1000","No","No","Yes","I don't know","Somewhat easy","Yes","I don't know",35,"Male","California","United States of America","California"
"No","100-500","Yes","Yes","Not eligible for coverage / N/A","I don't know","Neither easy nor difficult","Maybe","I don't know",35,"Female","","Australia",""
"No","More than 1000","Yes","Yes","Yes","I don't know","Very difficult","Maybe","No",45,"Male","Massachusetts","United States of America","California"
"Yes","","No",NA,"","","","","",47,"Male","","New Zealand",""
"No","100-500","No","Yes","I don't know","I don't know","Somewhat easy","Maybe","I don't know",27,"Male","Colorado","United States of America","Colorado"
"No","26-100","Yes","Yes","I don't know","I don't know","Neither easy nor difficult","No","I don't know",26,"Male","Illinois","United States of America","Illinois"
"Yes","","Yes",NA,"","","","","",51,"Male","","Australia",""
"No","26-100","Yes","Yes","No","No","Very difficult","No","No",25,"Male","","Ecuador",""
"No","100-500","No","Yes","No","No","I don't know","No","No",41,"Male","","South Africa",""
"No","More than 1000","No","No","Yes","I don't know","Somewhat easy","Yes","No",34,"Male","Illinois","United States of America","Illinois"
"No","100-500","No","Yes","No","I don't know","Very difficult","Yes","I don't know",43,"Male","","Sweden",""
"No","26-100","Yes","Yes","I don't know","I don't know","Somewhat difficult","Maybe","No",33,"Male","","United Kingdom",""
"Yes","","No",NA,"","","","","",37,"Male","","Australia",""
"No","26-100","Yes","Yes","No","I don't know","Very difficult","No","No",27,"Female","","United Kingdom",""
"Yes","","Yes",NA,"","","","","",54,"Female","California","United States of America","California"
"No","More than 1000","No","No","I don't know","I don't know","Very easy","No","Yes",38,"Male","","Italy",""
"No","More than 1000","Yes","Yes","No","I don't know","I don't know","Yes","Yes",42,"Male","","Germany",""
"No","26-100","No","Yes","Yes","I don't know","I don't know","Maybe","No",30,"Male","","United Kingdom",""
"No","500-1000","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Yes",43,"Male","","Australia",""
"Yes","","Yes",NA,"","","","","",33,"Male","","Netherlands",""
"No","1-5","No","Yes","Not eligible for coverage / N/A","No","Somewhat easy","Yes","Yes",37,"Female","","Australia",""
"No","100-500","Yes","Yes","Yes","I don't know","Somewhat difficult","No","No",25,"Male","Virginia","United States of America","Virginia"
"No","More than 1000","Yes","Yes","Not eligible for coverage / N/A","I don't know","Somewhat difficult","No","No",27,"Male","","Australia",""
